anon_id,user_type,gender,age,education_level
19085,free,female,58,bachelors degree
19086,paid,female,69,masters degree
19087,paid,female,74,some college
19088,free,unknown,44,other/unspecified
19089,free,male,65,some college
19090,paid,male,70,some high school
19091,paid,male,51,bachelors degree
19092,paid,unknown,89,other/unspecified
19093,paid,female,71,masters degree
19094,paid,female,74,some college
19095,paid,male,64,bachelors degree
19096,free,unknown,75,other/unspecified
19097,paid,female,78,some college
19098,paid,male,77,masters degree
19099,paid,female,78,bachelors degree
19100,paid,male,69,bachelors degree
19101,paid,female,54,bachelors degree
19102,free,female,61,bachelors degree
19103,paid,female,57,bachelors degree
19104,free,female,65,associates degree
19105,free,unknown,55,other/unspecified
19106,paid,female,52,high school
19107,paid,female,45,bachelors degree
19108,free,male,59,bachelors degree
19109,free,female,58,high school
19110,paid,unknown,58,other/unspecified
19111,paid,female,43,bachelors degree
19112,free,male,64,associates degree
19113,free,male,72,masters degree
19114,free,female,45,high school
19115,free,female,65,some college
19116,free,unknown,34,other/unspecified
19117,paid,male,42,high school
19118,free,male,30,bachelors degree
19119,free,female,64,other/unspecified
19120,free,female,68,bachelors degree
19121,paid,female,31,bachelors degree
19122,paid,female,65,masters degree
19123,free,unknown,57,other/unspecified
19124,paid,female,44,associates degree
19125,paid,female,87,some college
19126,paid,male,67,high school
19127,free,male,40,bachelors degree
19128,paid,male,60,bachelors degree
19129,free,male,68,bachelors degree
19130,free,unknown,39,other/unspecified
19131,free,unknown,51,other/unspecified
19132,paid,female,69,bachelors degree
19133,free,male,46,other/unspecified
19134,free,male,48,bachelors degree
19135,paid,unknown,75,other/unspecified
19136,free,female,55,masters degree
19137,free,female,65,high school
19138,paid,male,53,masters degree
19139,paid,male,70,professional degree
19140,free,female,55,bachelors degree
19141,free,female,69,high school
19142,paid,female,49,masters degree
19143,paid,female,64,bachelors degree
19144,free,male,37,bachelors degree
19145,paid,female,61,high school
19146,paid,male,50,associates degree
19147,paid,female,61,masters degree
19148,free,female,73,some college
19149,free,male,57,some college
19150,free,male,64,bachelors degree
19151,paid,female,75,other/unspecified
19152,free,female,67,some high school
19153,free,female,48,bachelors degree
19154,free,unknown,67,other/unspecified
19155,free,female,61,some college
19156,free,male,63,some college
19157,free,unknown,78,high school
19158,paid,male,52,bachelors degree
19159,paid,female,47,bachelors degree
19160,free,unknown,67,other/unspecified
19161,paid,female,84,bachelors degree
19162,paid,unknown,53,other/unspecified
19163,paid,female,50,bachelors degree
19164,paid,male,75,masters degree
19165,paid,male,61,other/unspecified
19166,paid,female,56,high school
19167,free,male,57,high school
19168,paid,male,71,some college
19169,paid,male,60,some college
19170,paid,female,57,bachelors degree
19171,paid,male,59,masters degree
19172,paid,female,57,bachelors degree
19173,paid,female,66,some college
19174,free,female,79,bachelors degree
19175,paid,male,60,some college
19176,paid,female,78,bachelors degree
19177,paid,female,80,some college
19178,paid,female,76,masters degree
19179,paid,female,55,some college
19180,free,female,30,associates degree
19181,free,female,51,professional degree
19182,paid,female,54,professional degree
19183,free,unknown,35,other/unspecified
19184,paid,female,77,some college
19185,free,female,62,other/unspecified
19186,free,female,31,bachelors degree
19187,paid,female,70,high school
19188,free,unknown,36,other/unspecified
19189,paid,male,40,masters degree
19190,paid,female,66,some high school
19191,free,male,58,some college
19192,free,female,50,professional degree
19193,free,female,53,bachelors degree
19194,free,female,36,bachelors degree
19195,paid,unknown,79,other/unspecified
19196,free,unknown,48,other/unspecified
19197,free,male,72,some high school
19198,paid,male,70,masters degree
19199,paid,female,66,bachelors degree
19200,free,male,26,some college
19201,paid,unknown,64,high school
19202,free,unknown,51,other/unspecified
19203,paid,female,76,bachelors degree
19204,paid,female,74,professional degree
19205,paid,female,74,masters degree
19206,free,unknown,74,other/unspecified
19207,paid,male,33,bachelors degree
19208,free,male,39,bachelors degree
19209,free,male,34,associates degree
19210,paid,female,63,bachelors degree
19211,paid,male,66,bachelors degree
19212,paid,female,19,other/unspecified
19213,paid,female,67,some college
19214,paid,female,53,some college
19215,paid,male,35,bachelors degree
19216,paid,male,87,bachelors degree
19217,paid,female,70,masters degree
19218,free,male,19,other/unspecified
19219,free,male,79,some high school
19220,free,unknown,39,other/unspecified
19221,paid,male,78,bachelors degree
19222,paid,female,56,bachelors degree
19223,free,male,21,bachelors degree
19224,free,female,51,high school
19225,paid,male,59,bachelors degree
19226,paid,unknown,76,other/unspecified
19227,paid,female,76,associates degree
19228,paid,female,53,professional degree
19229,free,female,60,some college
19230,paid,male,80,bachelors degree
19231,free,female,74,masters degree
19232,paid,male,63,masters degree
19233,paid,female,49,bachelors degree
19234,paid,female,61,some college
19235,paid,male,44,masters degree
19236,free,male,68,bachelors degree
19237,paid,male,41,high school
19238,paid,female,75,masters degree
19239,paid,female,64,some college
19240,paid,female,57,bachelors degree
19241,free,female,24,bachelors degree
19242,paid,male,46,masters degree
19243,paid,male,72,masters degree
19244,paid,unknown,84,other/unspecified
19245,paid,male,71,bachelors degree
19246,paid,male,78,bachelors degree
19247,paid,male,83,bachelors degree
19248,free,female,56,bachelors degree
19249,free,female,56,high school
19250,paid,female,61,masters degree
19251,paid,female,50,masters degree
19252,free,female,21,some college
19253,free,unknown,65,other/unspecified
19254,paid,female,72,masters degree
19255,free,male,33,masters degree
19256,free,male,81,masters degree
19257,paid,female,33,some college
19258,paid,female,60,some college
19259,paid,male,64,other/unspecified
19260,paid,female,65,high school
19261,free,male,30,bachelors degree
19262,free,female,65,some college
19263,paid,male,63,bachelors degree
19264,paid,female,65,masters degree
19265,paid,female,57,other/unspecified
19266,free,unknown,55,other/unspecified
19267,paid,female,69,masters degree
19268,paid,female,77,bachelors degree
19269,paid,unknown,49,other/unspecified
19270,paid,female,56,bachelors degree
19271,paid,male,75,other/unspecified
19272,paid,female,62,some college
19273,paid,male,56,bachelors degree
19274,paid,female,64,bachelors degree
19275,paid,female,61,high school
19276,free,female,69,masters degree
19277,free,male,66,some college
19278,paid,female,63,bachelors degree
19279,paid,male,65,bachelors degree
19280,paid,female,77,some college
19281,free,female,52,bachelors degree
19282,paid,female,48,associates degree
19283,paid,male,69,some college
19284,paid,female,63,masters degree
19285,free,male,44,other/unspecified
19286,paid,female,72,bachelors degree
19287,free,female,82,masters degree
19288,free,unknown,71,other/unspecified
19289,free,unknown,67,other/unspecified
19290,free,unknown,74,other/unspecified
19291,free,female,52,other/unspecified
19292,paid,unknown,67,other/unspecified
19293,paid,male,54,associates degree
19294,free,female,39,some college
19295,paid,female,62,masters degree
19296,free,female,44,some college
19297,free,male,49,masters degree
19298,paid,female,71,bachelors degree
19299,free,female,76,bachelors degree
19300,paid,male,53,some college
19301,free,female,37,masters degree
19302,free,female,69,high school
19303,paid,female,77,masters degree
19304,paid,female,54,some college
19305,paid,male,67,bachelors degree
19306,paid,male,73,other/unspecified
19307,paid,female,65,bachelors degree
19308,paid,female,56,some high school
19309,paid,male,44,high school
19310,paid,male,33,other/unspecified
19311,free,unknown,61,other/unspecified
19312,free,female,50,bachelors degree
19313,paid,female,76,masters degree
19314,free,unknown,62,other/unspecified
19315,free,unknown,72,other/unspecified
19316,free,male,68,some college
19317,free,female,72,some high school
19318,paid,female,73,some college
19319,paid,male,50,some college
19320,free,unknown,76,other/unspecified
19321,paid,male,68,professional degree
19322,paid,unknown,39,other/unspecified
19323,paid,male,52,bachelors degree
19324,paid,female,47,some college
19325,paid,female,68,some college
19326,paid,female,63,some college
19327,free,male,52,bachelors degree
19328,free,female,65,masters degree
19329,paid,male,34,bachelors degree
19330,paid,female,69,masters degree
19331,paid,female,70,high school
19332,free,unknown,58,other/unspecified
19333,paid,male,86,bachelors degree
19334,paid,male,65,masters degree
19335,paid,female,64,bachelors degree
19336,free,female,63,high school
19337,paid,male,48,bachelors degree
19338,free,female,39,bachelors degree
19339,paid,unknown,48,masters degree
19340,paid,male,62,high school
19341,free,female,73,bachelors degree
19342,free,female,45,bachelors degree
19343,free,unknown,62,other/unspecified
19344,free,male,44,some college
19345,free,unknown,63,other/unspecified
19346,paid,male,66,masters degree
19347,paid,male,23,some high school
19348,paid,male,39,bachelors degree
19349,free,unknown,54,other/unspecified
19350,paid,female,66,some college
19351,paid,female,58,bachelors degree
19352,paid,female,27,masters degree
19353,paid,female,66,masters degree
19354,paid,female,59,bachelors degree
19355,paid,male,52,bachelors degree
19356,free,female,68,some college
19357,free,female,59,bachelors degree
19358,paid,male,70,masters degree
19359,free,unknown,76,other/unspecified
19360,free,male,79,bachelors degree
19361,paid,female,58,bachelors degree
19362,free,unknown,75,other/unspecified
19363,paid,female,75,bachelors degree
19364,paid,female,52,masters degree
19365,paid,male,68,masters degree
19366,free,unknown,81,other/unspecified
19367,paid,female,53,some college
19368,paid,male,76,some college
19369,paid,female,68,bachelors degree
19370,free,male,47,some college
19371,paid,female,76,high school
19372,paid,male,74,high school
19373,paid,male,46,bachelors degree
19374,free,female,71,some college
19375,paid,female,55,bachelors degree
19376,free,female,24,bachelors degree
19377,free,male,47,high school
19378,free,male,50,bachelors degree
19379,free,unknown,53,other/unspecified
19380,free,unknown,57,some college
19381,paid,male,64,bachelors degree
19382,paid,female,74,high school
19383,free,male,61,bachelors degree
19384,paid,unknown,54,other/unspecified
19385,paid,male,69,high school
19386,free,female,77,high school
19387,free,unknown,74,other/unspecified
19388,paid,unknown,57,bachelors degree
19389,paid,female,67,some college
19390,paid,female,62,professional degree
19391,free,female,43,some high school
19392,paid,male,73,bachelors degree
19393,paid,male,60,professional degree
19394,free,male,58,bachelors degree
19395,free,female,65,some college
19396,free,male,56,other/unspecified
19397,free,female,27,bachelors degree
19398,paid,male,62,masters degree
19399,free,unknown,66,other/unspecified
19400,paid,female,47,associates degree
19401,paid,male,54,bachelors degree
19402,paid,male,62,high school
19403,free,male,52,professional degree
19404,paid,male,58,bachelors degree
19405,paid,female,74,masters degree
19406,free,male,26,bachelors degree
19407,paid,male,87,phd
19408,free,unknown,72,other/unspecified
19409,free,female,34,bachelors degree
19410,free,male,82,masters degree
19411,free,unknown,61,other/unspecified
19412,paid,female,46,associates degree
19413,free,female,50,high school
19414,free,female,28,masters degree
19415,paid,male,66,bachelors degree
19416,paid,unknown,80,bachelors degree
19417,paid,male,64,masters degree
19418,free,male,55,bachelors degree
19419,free,male,65,some college
19420,free,male,53,some college
19421,free,unknown,63,other/unspecified
19422,paid,male,67,masters degree
19423,paid,female,51,bachelors degree
19424,free,male,22,bachelors degree
19425,paid,female,63,bachelors degree
19426,free,male,20,some college
19427,paid,male,69,other/unspecified
19428,paid,male,76,bachelors degree
19429,paid,male,38,bachelors degree
19430,paid,male,59,some college
19431,free,unknown,58,other/unspecified
19432,paid,male,56,bachelors degree
19433,free,unknown,64,other/unspecified
19434,paid,female,20,some college
19435,free,male,49,some college
19436,free,female,73,associates degree
19437,paid,male,60,high school
19438,paid,male,62,masters degree
19439,paid,female,67,some college
19440,paid,female,54,professional degree
19441,paid,unknown,49,other/unspecified
19442,free,male,18,other/unspecified
19443,paid,female,66,masters degree
19444,free,female,30,masters degree
19445,free,unknown,60,other/unspecified
19446,paid,male,62,some college
19447,paid,female,53,masters degree
19448,free,male,49,high school
19449,paid,male,64,masters degree
19450,paid,male,62,some college
19451,free,female,32,phd
19452,paid,unknown,70,other/unspecified
19453,paid,female,64,some college
19454,paid,unknown,72,other/unspecified
19455,paid,female,73,some high school
19456,free,female,32,phd
19457,free,male,64,some high school
19458,free,female,74,high school
19459,paid,male,55,high school
19460,free,female,78,some college
19461,paid,female,82,other/unspecified
19462,free,female,18,some college
19463,paid,male,32,some college
19464,paid,female,61,some college
19465,free,female,43,bachelors degree
19466,free,male,43,some college
19467,free,female,74,some college
19468,paid,female,53,high school
19469,paid,male,62,some college
19470,free,female,26,bachelors degree
19471,paid,female,37,bachelors degree
19472,free,female,26,bachelors degree
19473,paid,female,60,masters degree
19474,free,unknown,56,other/unspecified
19475,paid,female,59,masters degree
19476,paid,male,32,masters degree
19477,free,unknown,54,other/unspecified
19478,paid,male,75,some college
19479,paid,female,66,bachelors degree
19480,free,female,58,high school
19481,paid,male,24,bachelors degree
19482,paid,male,73,professional degree
19483,paid,male,57,high school
19484,paid,male,72,bachelors degree
19485,free,female,78,bachelors degree
19486,paid,male,64,masters degree
19487,paid,unknown,68,other/unspecified
19488,paid,female,80,bachelors degree
19489,paid,female,65,bachelors degree
19490,paid,unknown,58,bachelors degree
19491,free,female,90,some college
19492,paid,unknown,67,other/unspecified
19493,free,unknown,72,other/unspecified
19494,paid,male,71,professional degree
19495,paid,female,66,masters degree
19496,paid,male,66,masters degree
19497,free,female,29,other/unspecified
19498,free,unknown,59,other/unspecified
19499,free,male,62,bachelors degree
19500,paid,male,64,some high school
19501,paid,male,73,bachelors degree
19502,paid,unknown,78,other/unspecified
19503,paid,female,68,some college
19504,paid,unknown,28,other/unspecified
19505,paid,male,62,some college
19506,paid,unknown,81,other/unspecified
19507,paid,male,68,professional degree
19508,free,male,63,some college
19509,free,male,52,phd
19510,free,female,54,some college
19511,paid,female,47,bachelors degree
19512,free,unknown,71,other/unspecified
19513,free,female,43,bachelors degree
19514,paid,male,62,phd
19515,paid,unknown,83,other/unspecified
19516,paid,male,75,professional degree
19517,free,unknown,69,other/unspecified
19518,paid,female,66,some college
19519,free,female,84,some college
19520,free,female,72,bachelors degree
19521,paid,female,64,masters degree
19522,paid,male,48,bachelors degree
19523,paid,female,56,bachelors degree
19524,free,female,54,some college
19525,free,female,53,high school
19526,paid,female,70,masters degree
19527,paid,female,70,bachelors degree
19528,paid,male,65,phd
19529,paid,male,79,bachelors degree
19530,paid,male,71,masters degree
19531,free,male,34,bachelors degree
19532,paid,female,79,some college
19533,free,female,67,bachelors degree
19534,free,male,72,masters degree
19535,paid,female,61,some college
19536,paid,female,66,masters degree
19537,free,male,66,masters degree
19538,paid,unknown,55,other/unspecified
19539,paid,male,61,bachelors degree
19540,paid,female,47,masters degree
19541,paid,male,24,high school
19542,paid,female,20,some college
19543,paid,female,41,bachelors degree
19544,free,unknown,57,other/unspecified
19545,paid,female,49,masters degree
19546,paid,female,57,bachelors degree
19547,free,female,51,high school
19548,paid,unknown,77,other/unspecified
19549,paid,male,67,bachelors degree
19550,paid,female,62,high school
19551,paid,male,70,some college
19552,paid,male,68,masters degree
19553,free,unknown,74,other/unspecified
19554,free,female,62,some college
19555,free,unknown,53,bachelors degree
19556,paid,female,82,professional degree
19557,free,unknown,64,other/unspecified
19558,paid,female,72,masters degree
19559,free,male,65,masters degree
19560,free,female,57,high school
19561,paid,female,69,some college
19562,paid,female,72,professional degree
19563,paid,male,51,masters degree
19564,paid,female,67,masters degree
19565,free,male,61,professional degree
19566,paid,female,76,professional degree
19567,free,female,67,some college
19568,paid,female,72,some college
19569,paid,unknown,52,other/unspecified
19570,paid,female,53,masters degree
19571,paid,female,84,masters degree
19572,free,male,56,professional degree
19573,paid,male,55,bachelors degree
19574,paid,female,79,professional degree
19575,paid,male,53,some high school
19576,free,unknown,55,other/unspecified
19577,free,unknown,55,other/unspecified
19578,paid,male,20,some college
19579,free,female,26,masters degree
19580,paid,male,23,bachelors degree
19581,paid,unknown,73,other/unspecified
19582,paid,male,50,some college
19583,paid,male,79,bachelors degree
19584,paid,female,65,professional degree
19585,paid,female,32,masters degree
19586,paid,male,76,some college
19587,free,unknown,67,other/unspecified
19588,paid,female,66,some college
19589,paid,female,83,high school
19590,free,unknown,58,other/unspecified
19591,free,female,78,high school
19592,paid,male,80,high school
19593,paid,male,81,bachelors degree
19594,paid,male,68,bachelors degree
19595,free,male,48,bachelors degree
19596,paid,unknown,72,other/unspecified
19597,paid,female,67,other/unspecified
19598,paid,male,81,professional degree
19599,paid,male,67,bachelors degree
19600,paid,male,71,bachelors degree
19601,paid,female,62,bachelors degree
19602,paid,unknown,67,other/unspecified
19603,paid,female,53,masters degree
19604,paid,female,60,masters degree
19605,paid,unknown,61,other/unspecified
19606,paid,male,75,other/unspecified
19607,free,unknown,63,other/unspecified
19608,paid,female,59,some college
19609,free,female,60,some college
19610,paid,female,55,bachelors degree
19611,free,unknown,42,other/unspecified
19612,paid,female,59,masters degree
19613,free,female,54,some college
19614,paid,female,25,masters degree
19615,paid,unknown,38,other/unspecified
19616,paid,female,48,some college
19617,free,female,53,some college
19618,paid,female,74,masters degree
19619,free,unknown,54,other/unspecified
19620,free,male,47,masters degree
19621,paid,male,69,bachelors degree
19622,paid,female,71,some college
19623,paid,female,56,bachelors degree
19624,free,female,71,bachelors degree
19625,paid,male,41,associates degree
19626,paid,female,62,bachelors degree
19627,paid,female,72,other/unspecified
19628,paid,female,49,bachelors degree
19629,free,unknown,30,other/unspecified
19630,paid,male,89,other/unspecified
19631,paid,male,67,masters degree
19632,paid,female,73,bachelors degree
19633,paid,male,62,professional degree
19634,paid,female,62,masters degree
19635,paid,female,85,some high school
19636,free,unknown,55,other/unspecified
19637,free,female,32,professional degree
19638,free,female,23,phd
19639,free,male,77,high school
19640,paid,male,64,masters degree
19641,free,female,24,bachelors degree
19642,paid,female,71,phd
19643,free,female,47,masters degree
19644,paid,male,25,bachelors degree
19645,free,male,33,professional degree
19646,paid,male,70,masters degree
19647,paid,female,74,masters degree
19648,paid,male,82,masters degree
19649,paid,male,68,high school
19650,free,female,33,bachelors degree
19651,free,unknown,56,other/unspecified
19652,paid,male,27,other/unspecified
19653,paid,female,58,some college
19654,paid,female,59,masters degree
19655,paid,male,51,bachelors degree
19656,paid,unknown,51,other/unspecified
19657,free,unknown,78,other/unspecified
19658,paid,unknown,80,other/unspecified
19659,paid,female,73,some college
19660,paid,male,47,bachelors degree
19661,paid,female,67,some college
19662,paid,male,60,high school
19663,free,male,53,high school
19664,paid,female,62,masters degree
19665,paid,male,66,bachelors degree
19666,free,female,62,bachelors degree
19667,paid,female,60,some college
19668,paid,male,63,some college
19669,free,unknown,48,other/unspecified
19670,free,female,56,high school
19671,paid,female,76,high school
19672,free,unknown,64,other/unspecified
19673,paid,unknown,60,other/unspecified
19674,paid,female,70,bachelors degree
19675,free,male,28,some college
19676,paid,male,32,some college
19677,paid,male,43,bachelors degree
19678,free,unknown,64,other/unspecified
19679,paid,female,55,high school
19680,free,female,76,masters degree
19681,paid,male,58,bachelors degree
19682,paid,female,66,some college
19683,paid,female,70,masters degree
19684,free,male,31,other/unspecified
19685,paid,unknown,70,other/unspecified
19686,paid,female,36,bachelors degree
19687,free,unknown,67,other/unspecified
19688,free,female,73,masters degree
19689,free,unknown,64,other/unspecified
19690,paid,female,73,bachelors degree
19691,paid,female,72,bachelors degree
19692,paid,female,60,bachelors degree
19693,paid,male,61,masters degree
19694,paid,male,73,bachelors degree
19695,paid,female,60,bachelors degree
19696,paid,female,65,masters degree
19697,paid,male,69,high school
19698,free,male,37,bachelors degree
19699,paid,male,69,some high school
19700,free,unknown,74,other/unspecified
19701,paid,female,52,masters degree
19702,free,female,83,masters degree
19703,paid,female,72,masters degree
19704,free,female,78,masters degree
19705,free,female,75,high school
19706,paid,female,64,some college
19707,paid,male,63,professional degree
19708,free,male,40,bachelors degree
19709,paid,female,75,masters degree
19710,paid,male,65,professional degree
19711,free,unknown,23,other/unspecified
19712,paid,male,45,bachelors degree
19713,free,unknown,60,other/unspecified
19714,free,male,41,bachelors degree
19715,paid,unknown,61,other/unspecified
19716,paid,female,67,some college
19717,paid,unknown,50,other/unspecified
19718,free,female,59,bachelors degree
19719,paid,female,67,high school
19720,paid,female,75,masters degree
19721,free,unknown,30,other/unspecified
19722,free,male,54,some college
19723,free,female,68,bachelors degree
19724,paid,female,70,associates degree
19725,paid,unknown,72,other/unspecified
19726,paid,female,68,masters degree
19727,paid,male,51,bachelors degree
19728,free,male,50,some high school
19729,paid,female,59,associates degree
19730,free,male,53,high school
19731,paid,female,79,associates degree
19732,paid,female,82,bachelors degree
19733,paid,male,74,masters degree
19734,free,female,69,masters degree
19735,free,female,78,professional degree
19736,paid,female,83,other/unspecified
19737,paid,female,58,professional degree
19738,paid,female,81,masters degree
19739,free,male,66,some high school
19740,paid,male,55,high school
19741,free,unknown,24,other/unspecified
19742,paid,female,71,masters degree
19743,paid,female,72,some college
19744,paid,female,54,high school
19745,paid,female,60,bachelors degree
19746,paid,male,40,bachelors degree
19747,paid,unknown,67,some college
19748,paid,male,82,masters degree
19749,paid,male,54,some college
19750,free,male,55,high school
19751,paid,unknown,66,other/unspecified
19752,free,female,54,some college
19753,paid,unknown,76,other/unspecified
19754,paid,male,54,bachelors degree
19755,paid,unknown,69,other/unspecified
19756,paid,female,63,bachelors degree
19757,paid,male,60,associates degree
19758,paid,male,70,professional degree
19759,free,female,58,some college
19760,paid,unknown,78,other/unspecified
19761,paid,male,72,bachelors degree
19762,paid,unknown,53,high school
19763,free,male,71,associates degree
19764,paid,female,61,phd
19765,free,female,81,high school
19766,paid,male,51,high school
19767,free,female,59,other/unspecified
19768,free,female,64,professional degree
19769,paid,female,51,high school
19770,paid,female,50,masters degree
19771,free,female,28,masters degree
19772,paid,unknown,56,other/unspecified
19773,paid,male,50,some college
19774,paid,male,60,high school
19775,free,female,66,bachelors degree
19776,free,female,37,masters degree
19777,paid,female,57,bachelors degree
19778,free,female,63,some college
19779,paid,female,67,masters degree
19780,free,female,50,some college
19781,paid,male,56,phd
19782,free,unknown,48,other/unspecified
19783,free,male,65,other/unspecified
19784,paid,female,66,bachelors degree
19785,free,female,54,bachelors degree
19786,free,unknown,51,other/unspecified
19787,paid,female,67,masters degree
19788,free,male,56,bachelors degree
19789,paid,female,70,bachelors degree
19790,free,male,70,some college
19791,paid,female,73,masters degree
19792,paid,unknown,59,other/unspecified
19793,paid,female,56,bachelors degree
19794,free,unknown,61,other/unspecified
19795,paid,male,54,some college
19796,paid,male,68,some college
19797,paid,female,61,some college
19798,paid,unknown,66,other/unspecified
19799,paid,unknown,63,other/unspecified
19800,paid,female,73,some college
19801,paid,female,53,bachelors degree
19802,paid,female,68,bachelors degree
19803,paid,female,51,bachelors degree
19804,free,male,56,high school
19805,free,unknown,77,other/unspecified
19806,free,female,55,some college
19807,paid,female,79,high school
19808,free,male,71,bachelors degree
19809,paid,female,65,masters degree
19810,paid,male,68,bachelors degree
19811,paid,male,85,bachelors degree
19812,free,male,70,phd
19813,free,unknown,48,other/unspecified
19814,paid,female,72,masters degree
19815,free,unknown,41,other/unspecified
19816,free,unknown,56,other/unspecified
19817,paid,female,61,masters degree
19818,free,female,29,bachelors degree
19819,paid,female,67,bachelors degree
19820,paid,female,53,other/unspecified
19821,paid,male,66,some college
19822,free,female,56,associates degree
19823,free,female,47,some college
19824,free,male,56,associates degree
19825,paid,female,62,masters degree
19826,free,male,84,some college
19827,paid,female,43,some college
19828,paid,unknown,76,some college
19829,paid,female,76,high school
19830,free,male,56,bachelors degree
19831,paid,male,50,bachelors degree
19832,paid,female,89,masters degree
19833,paid,female,66,some college
19834,paid,unknown,63,other/unspecified
19835,paid,male,60,some college
19836,paid,unknown,75,other/unspecified
19837,paid,male,57,masters degree
19838,free,unknown,82,other/unspecified
19839,paid,female,53,bachelors degree
19840,free,male,51,some college
19841,free,unknown,53,other/unspecified
19842,paid,male,71,bachelors degree
19843,free,unknown,66,other/unspecified
19844,paid,male,70,phd
19845,paid,male,53,masters degree
19846,paid,female,58,bachelors degree
19847,paid,male,70,some college
19848,paid,female,51,bachelors degree
19849,paid,male,33,bachelors degree
19850,paid,female,51,bachelors degree
19851,paid,female,53,associates degree
19852,free,female,57,other/unspecified
19853,free,male,73,bachelors degree
19854,paid,male,72,bachelors degree
19855,paid,male,73,some college
19856,paid,female,80,some high school
19857,paid,female,52,bachelors degree
19858,free,unknown,64,other/unspecified
19859,free,unknown,78,other/unspecified
19860,free,male,25,high school
19861,paid,female,58,masters degree
19862,paid,unknown,53,other/unspecified
19863,paid,female,58,bachelors degree
19864,paid,female,51,bachelors degree
19865,paid,female,72,some college
19866,free,male,25,masters degree
19867,free,female,56,bachelors degree
19868,paid,unknown,77,other/unspecified
19869,free,male,64,some college
19870,paid,male,58,some college
19871,paid,unknown,19,other/unspecified
19872,paid,female,63,bachelors degree
19873,paid,male,53,some college
19874,paid,female,60,bachelors degree
19875,free,female,80,masters degree
19876,free,female,54,some high school
19877,paid,female,65,some college
19878,paid,male,31,bachelors degree
19879,paid,male,58,bachelors degree
19880,paid,male,43,professional degree
19881,free,male,74,bachelors degree
19882,free,female,61,bachelors degree
19883,paid,female,70,some college
19884,paid,female,78,bachelors degree
19885,free,unknown,67,other/unspecified
19886,free,female,63,bachelors degree
19887,paid,male,83,masters degree
19888,free,male,63,bachelors degree
19889,free,female,71,some college
19890,paid,female,75,masters degree
19891,paid,male,59,bachelors degree
19892,paid,male,22,bachelors degree
19893,paid,male,48,bachelors degree
19894,paid,female,84,bachelors degree
19895,paid,unknown,56,phd
19896,free,male,23,phd
19897,paid,female,61,some high school
19898,paid,female,68,some college
19899,paid,female,70,bachelors degree
19900,paid,female,64,some college
19901,paid,female,61,some college
19902,paid,female,42,masters degree
19903,free,female,70,bachelors degree
19904,paid,female,75,associates degree
19905,free,female,59,some college
19906,paid,female,62,masters degree
19907,free,female,55,high school
19908,free,unknown,55,other/unspecified
19909,free,female,31,bachelors degree
19910,paid,male,75,masters degree
19911,paid,female,73,some college
19912,free,male,40,other/unspecified
19913,free,female,42,high school
19914,free,female,59,masters degree
19915,free,female,26,bachelors degree
19916,paid,male,37,bachelors degree
19917,paid,male,55,high school
19918,paid,female,81,some college
19919,free,male,50,professional degree
19920,paid,female,70,bachelors degree
19921,free,unknown,60,other/unspecified
19922,paid,female,71,masters degree
19923,paid,unknown,53,other/unspecified
19924,paid,female,63,some college
19925,paid,female,75,masters degree
19926,paid,female,46,masters degree
19927,paid,male,23,bachelors degree
19928,free,male,71,some college
19929,paid,female,60,masters degree
19930,paid,female,64,some college
19931,paid,male,41,bachelors degree
19932,free,female,36,bachelors degree
19933,free,male,51,bachelors degree
19934,free,female,64,bachelors degree
19935,paid,female,79,high school
19936,paid,female,65,associates degree
19937,paid,male,73,some college
19938,free,unknown,74,other/unspecified
19939,free,female,56,some college
19940,paid,male,67,some college
19941,paid,male,65,bachelors degree
19942,paid,unknown,65,other/unspecified
19943,paid,female,72,some high school
19944,free,unknown,67,other/unspecified
19945,paid,male,46,high school
19946,free,female,68,masters degree
19947,paid,unknown,66,other/unspecified
19948,paid,female,52,some college
19949,free,male,51,masters degree
19950,paid,male,49,bachelors degree
19951,paid,male,75,masters degree
19952,paid,female,66,high school
19953,free,female,83,professional degree
19954,paid,female,60,some college
19955,paid,unknown,74,other/unspecified
19956,free,female,71,masters degree
19957,free,female,63,associates degree
19958,free,male,29,masters degree
19959,free,unknown,68,other/unspecified
19960,paid,male,60,bachelors degree
19961,paid,female,63,high school
19962,paid,male,62,associates degree
19963,free,unknown,64,other/unspecified
19964,paid,male,54,high school
19965,paid,male,78,masters degree
19966,free,unknown,32,other/unspecified
19967,paid,male,38,bachelors degree
19968,paid,unknown,82,other/unspecified
19969,paid,male,85,bachelors degree
19970,paid,male,83,bachelors degree
19971,free,male,45,bachelors degree
19972,paid,female,65,masters degree
19973,paid,female,86,bachelors degree
19974,free,male,45,professional degree
19975,paid,unknown,69,some college
19976,paid,unknown,59,other/unspecified
19977,free,unknown,50,other/unspecified
19978,free,female,72,bachelors degree
19979,paid,male,74,bachelors degree
19980,paid,female,58,associates degree
19981,paid,male,48,professional degree
19982,free,male,65,other/unspecified
19983,paid,male,73,masters degree
19984,paid,female,59,high school
19985,paid,female,66,professional degree
19986,paid,female,41,some college
19987,paid,female,60,associates degree
19988,paid,female,68,some college
19989,free,female,69,some college
19990,paid,male,47,bachelors degree
19991,free,female,50,bachelors degree
19992,paid,male,82,some college
19993,paid,male,23,some college
19994,paid,female,61,bachelors degree
19995,paid,female,51,masters degree
